term,code,reference,see_also,type,indent_level
nontraffic,V67.2,,,code,0
streetcar (traffic),V66.7,,,code,0
nontraffic,V66.2,,,code,0
three wheeled motor vehicle (traffic),V62.7,,,code,0
nontraffic,V62.2,,,code,0
truck (traffic),V64.7,,,code,0
nontraffic,V64.2,,,code,0
two wheeled motor vehicle (traffic),V62.7,,,code,0
nontraffic,V62.2,,,code,0
van (traffic),V63.7,,,code,0
nontraffic,V63.2,,,code,0
noncollision accident (traffic),V68.7,,,code,0
nontraffic,V68.2,,,code,0
noncollision accident (traffic),V68.9,,,code,0
nontraffic,V68.3,,,code,0
while boarding or alighting,V68.4,,,code,0
nontraffic,V69.3,,,code,0
animal (traffic),V60.6,,,code,0
being ridden (traffic),V66.6,,,code,0
nontraffic,V66.1,,,code,0
nontraffic,V60.1,,,code,0
animal-drawn vehicle (traffic),V66.6,,,code,0
nontraffic,V66.1,,,code,0
bus (traffic),V64.6,,,code,0
nontraffic,V64.1,,,code,0
car (traffic),V63.6,,,code,0
nontraffic,V63.1,,,code,0
motor vehicle NOS (traffic),V69.50,,,code,0
nontraffic,V69.10,,,code,0
specified type NEC (traffic),V69.59,,,code,0
nontraffic,V69.19,,,code,0
pedal cycle (traffic),V61.6,,,code,0
nontraffic,V61.1,,,code,0
pickup truck (traffic),V63.6,,,code,0
nontraffic,V63.1,,,code,0
railway vehicle (traffic),V65.6,,,code,0
nontraffic,V65.1,,,code,0
specified vehicle NEC (traffic),V66.6,,,code,0
nontraffic,V66.1,,,code,0
stationary object (traffic),V67.6,,,code,0
nontraffic,V67.1,,,code,0
streetcar (traffic),V66.6,,,code,0
nontraffic,V66.1,,,code,0
three wheeled motor vehicle (traffic),V62.6,,,code,0
nontraffic,V62.1,,,code,0
truck (traffic),V64.6,,,code,0
nontraffic,V64.1,,,code,0
two wheeled motor vehicle (traffic),V62.6,,,code,0
nontraffic,V62.1,,,code,0
van (traffic),V63.6,,,code,0
nontraffic,V63.1,,,code,0
noncollision accident (traffic),V68.6,,,code,0
nontraffic,V68.1,,,code,0
pickup,,"Accident, transport, pickup truck occupant",,see,0
specified type NEC,V69.88,,,code,0
military vehicle,V69.81,,,code,0
van occupant,V59.9,,,code,0
animal (traffic),V50.9,,,code,0
being ridden (traffic),V56.9,,,code,0
nontraffic,V56.3,,,code,0
while boarding or alighting,V56.4,,,code,0
nontraffic,V50.3,,,code,0
while boarding or alighting,V50.4,,,code,0
animal-drawn vehicle (traffic),V56.9,,,code,0
nontraffic,V56.3,,,code,0
while boarding or alighting,V56.4,,,code,0
bus (traffic),V54.9,,,code,0
nontraffic,V54.3,,,code,0
while boarding or alighting,V54.4,,,code,0
car (traffic),V53.9,,,code,0
nontraffic,V53.3,,,code,0
while boarding or alighting,V53.4,,,code,0
motor vehicle NOS (traffic),V59.60,,,code,0
nontraffic,V59.20,,,code,0
specified type NEC (traffic),V59.69,,,code,0
nontraffic,V59.29,,,code,0
pedal cycle (traffic),V51.9,,,code,0
nontraffic,V51.3,,,code,0
while boarding or alighting,V51.4,,,code,0
pickup truck (traffic),V53.9,,,code,0
nontraffic,V53.3,,,code,0
while boarding or alighting,V53.4,,,code,0
railway vehicle (traffic),V55.9,,,code,0
nontraffic,V55.3,,,code,0
while boarding or alighting,V55.4,,,code,0
specified vehicle NEC (traffic),V56.9,,,code,0
nontraffic,V56.3,,,code,0
while boarding or alighting,V56.4,,,code,0
stationary object (traffic),V57.9,,,code,0
nontraffic,V57.3,,,code,0
while boarding or alighting,V57.4,,,code,0
streetcar (traffic),V56.9,,,code,0
nontraffic,V56.3,,,code,0
while boarding or alighting,V56.4,,,code,0
three wheeled motor vehicle (traffic),V52.9,,,code,0
nontraffic,V52.3,,,code,0
while boarding or alighting,V52.4,,,code,0
truck (traffic),V54.9,,,code,0
nontraffic,V54.3,,,code,0
while boarding or alighting,V54.4,,,code,0
two wheeled motor vehicle (traffic),V52.9,,,code,0
nontraffic,V52.3,,,code,0
while boarding or alighting,V52.4,,,code,0
van (traffic),V53.9,,,code,0
nontraffic,V53.3,,,code,0
while boarding or alighting,V53.4,,,code,0
animal (traffic),V50.5,,,code,0
being ridden (traffic),V56.5,,,code,0
nontraffic,V56.0,,,code,0
nontraffic,V50.0,,,code,0
animal-drawn vehicle (traffic),V56.5,,,code,0
nontraffic,V56.0,,,code,0
bus (traffic),V54.5,,,code,0
nontraffic,V54.0,,,code,0
car (traffic),V53.5,,,code,0
nontraffic,V53.0,,,code,0
motor vehicle NOS (traffic),V59.40,,,code,0
nontraffic,V59.00,,,code,0
specified type NEC (traffic),V59.49,,,code,0
nontraffic,V59.09,,,code,0
pedal cycle (traffic),V51.5,,,code,0
nontraffic,V51.0,,,code,0
pickup truck (traffic),V53.5,,,code,0
nontraffic,V53.0,,,code,0
railway vehicle (traffic),V55.5,,,code,0
nontraffic,V55.0,,,code,0
specified vehicle NEC (traffic),V56.5,,,code,0
nontraffic,V56.0,,,code,0
stationary object (traffic),V57.5,,,code,0
nontraffic,V57.0,,,code,0
streetcar (traffic),V56.5,,,code,0
nontraffic,V56.0,,,code,0
three wheeled motor vehicle (traffic),V52.5,,,code,0
nontraffic,V52.0,,,code,0
truck (traffic),V54.5,,,code,0
nontraffic,V54.0,,,code,0
two wheeled motor vehicle (traffic),V52.5,,,code,0
nontraffic,V52.0,,,code,0
van (traffic),V53.5,,,code,0
nontraffic,V53.0,,,code,0
noncollision accident (traffic),V58.5,,,code,0
nontraffic,V58.0,,,code,0
noncollision accident (traffic),V58.9,,,code,0
nontraffic,V58.3,,,code,0
while boarding or alighting,V58.4,,,code,0
nontraffic,V59.3,,,code,0
animal (traffic),V50.7,,,code,0
being ridden (traffic),V56.7,,,code,0
nontraffic,V56.2,,,code,0
nontraffic,V50.2,,,code,0
animal-drawn vehicle (traffic),V56.7,,,code,0
nontraffic,V56.2,,,code,0
bus (traffic),V54.7,,,code,0
nontraffic,V54.2,,,code,0
car (traffic),V53.7,,,code,0
nontraffic,V53.2,,,code,0
pedal cycle (traffic),V51.7,,,code,0
nontraffic,V51.2,,,code,0
pickup truck (traffic),V53.7,,,code,0
nontraffic,V53.2,,,code,0
railway vehicle (traffic),V55.7,,,code,0
nontraffic,V55.2,,,code,0
specified vehicle NEC (traffic),V56.7,,,code,0
nontraffic,V56.2,,,code,0
stationary object (traffic),V57.7,,,code,0
nontraffic,V57.2,,,code,0
streetcar (traffic),V56.7,,,code,0
nontraffic,V56.2,,,code,0
three wheeled motor vehicle (traffic),V52.7,,,code,0
nontraffic,V52.2,,,code,0
truck (traffic),V54.7,,,code,0
nontraffic,V54.2,,,code,0
two wheeled motor vehicle (traffic),V52.7,,,code,0
nontraffic,V52.2,,,code,0
van (traffic),V53.7,,,code,0
nontraffic,V53.2,,,code,0
noncollision accident (traffic),V58.7,,,code,0
nontraffic,V58.2,,,code,0
animal (traffic),V50.6,,,code,0
being ridden (traffic),V56.6,,,code,0
nontraffic,V56.1,,,code,0
nontraffic,V50.1,,,code,0
animal-drawn vehicle (traffic),V56.6,,,code,0
nontraffic,V56.1,,,code,0
bus (traffic),V54.6,,,code,0
nontraffic,V54.1,,,code,0
car (traffic),V53.6,,,code,0
nontraffic,V53.1,,,code,0
motor vehicle NOS (traffic),V59.50,,,code,0
nontraffic,V59.10,,,code,0
specified type NEC (traffic),V59.59,,,code,0
nontraffic,V59.19,,,code,0
pedal cycle (traffic),V51.6,,,code,0
nontraffic,V51.1,,,code,0
pickup truck (traffic),V53.6,,,code,0
nontraffic,V53.1,,,code,0
railway vehicle (traffic),V55.6,,,code,0
nontraffic,V55.1,,,code,0
specified vehicle NEC (traffic),V56.6,,,code,0
nontraffic,V56.1,,,code,0
stationary object (traffic),V57.6,,,code,0
nontraffic,V57.1,,,code,0
streetcar (traffic),V56.6,,,code,0
nontraffic,V56.1,,,code,0
three wheeled motor vehicle (traffic),V52.6,,,code,0
nontraffic,V52.1,,,code,0
truck (traffic),V54.6,,,code,0
nontraffic,V54.1,,,code,0
two wheeled motor vehicle (traffic),V52.6,,,code,0
nontraffic,V52.1,,,code,0
van (traffic),V53.6,,,code,0
nontraffic,V53.1,,,code,0
noncollision accident (traffic),V58.6,,,code,0
nontraffic,V58.1,,,code,0
specified type NEC,V59.88,,,code,0
military vehicle,V59.81,,,code,0
watercraft occupant,,"Accident, watercraft",,see,0
vehicle NEC,V89.9,,,code,0
animal-drawn NEC,,"Accident, transport, animal-drawn vehicle occupant",,see,0
agricultural,,"Accident, transport, agricultural vehicle occupant",,see,0
construction,,"Accident, transport, construction vehicle occupant",,see,0
industrial,,"Accident, transport, industrial vehicle occupant",,see,0
three-wheeled NEC (motorized),,"Accident, transport, three-wheeled motor vehicle occupant",,see,0
watercraft,V94.9,,,code,0
drowning,,"Drowning, due to, accident to, watercraft",,see,0
injury NEC,V91.89,,,code,0
crushed between craft and object,V91.19,,,code,0
powered craft,V91.13,,,code,0
ferry boat,V91.11,,,code,0
fishing boat,V91.12,,,code,0
jetskis,V91.13,,,code,0
liner,V91.11,,,code,0
merchant ship,V91.10,,,code,0
passenger ship,V91.11,,,code,0
unpowered craft,V91.18,,,code,0
canoe,V91.15,,,code,0
inflatable,V91.16,,,code,0
kayak,V91.15,,,code,0
sailboat,V91.14,,,code,0
surf-board,V91.18,,,code,0
windsurfer,V91.18,,,code,0
fall on board,V91.29,,,code,0
powered craft,V91.23,,,code,0
ferry boat,V91.21,,,code,0
fishing boat,V91.22,,,code,0
jetskis,V91.23,,,code,0
liner,V91.21,,,code,0
merchant ship,V91.20,,,code,0
passenger ship,V91.21,,,code,0
canoe,V91.25,,,code,0
inflatable,V91.26,,,code,0
kayak,V91.25,,,code,0
sailboat,V91.24,,,code,0
fire on board causing burn,V91.09,,,code,0
powered craft,V91.03,,,code,0
ferry boat,V91.01,,,code,0
fishing boat,V91.02,,,code,0
jetskis,V91.03,,,code,0
liner,V91.01,,,code,0
merchant ship,V91.00,,,code,0
passenger ship,V91.01,,,code,0
unpowered craft,V91.08,,,code,0
canoe,V91.05,,,code,0
inflatable,V91.06,,,code,0
kayak,V91.05,,,code,0
sailboat,V91.04,,,code,0
surf-board,V91.08,,,code,0
water skis,V91.07,,,code,0
windsurfer,V91.08,,,code,0
hit by falling object,V91.39,,,code,0
powered craft,V91.33,,,code,0
ferry boat,V91.31,,,code,0
fishing boat,V91.32,,,code,0
jetskis,V91.33,,,code,0
liner,V91.31,,,code,0
merchant ship,V91.30,,,code,0
passenger ship,V91.31,,,code,0
unpowered craft,V91.38,,,code,0
canoe,V91.35,,,code,0
inflatable,V91.36,,,code,0
kayak,V91.35,,,code,0
sailboat,V91.34,,,code,0
surf-board,V91.38,,,code,0
water skis,V91.37,,,code,0
windsurfer,V91.38,,,code,0
specified type NEC,V91.89,,,code,0
powered craft,V91.83,,,code,0
ferry boat,V91.81,,,code,0
fishing boat,V91.82,,,code,0
jetskis,V91.83,,,code,0
liner,V91.81,,,code,0
merchant ship,V91.80,,,code,0
passenger ship,V91.81,,,code,0
unpowered craft,V91.88,,,code,0
canoe,V91.85,,,code,0
inflatable,V91.86,,,code,0
kayak,V91.85,,,code,0
sailboat,V91.84,,,code,0
surf-board,V91.88,,,code,0
water skis,V91.87,,,code,0
windsurfer,V91.88,,,code,0
"due to, caused by cataclysm",,"Forces of nature, by type",,see,0
military NEC,V94.818,,,code,0
with civilian watercraft,V94.810,,,code,0
civilian in water injured by,V94.811,,,code,0
nonpowered vessel,V94.21,,,code,0
powered vessel,V94.22,,,code,0
specified type NEC,V94.89,,,code,0
powered,V94.11,,,code,0
unpowered,V94.12,,,code,0
Acid throwing (assault),Y08.89,,,code,0
Activity (involving) (of victim at time of event),Y93.9,,,code,0
alpine skiing,Y93.23,,,code,0
athletics NEC,Y93.79,,,code,0
athletics played as a team or group NEC,Y93.69,,,code,0
athletics played individually NEC,Y93.59,,,code,0
badminton,Y93.73,,,code,0
ballet,Y93.41,,,code,0
"BASE (Building, Antenna, Span, Earth) jumping",Y93.33,,,code,0
baseball,Y93.64,,,code,0
basketball,Y93.67,,,code,0
beach volleyball,Y93.68,,,code,0
bike riding,Y93.55,,,code,0
blackout game,Y93.85,,,code,0
boogie boarding,Y93.18,,,code,0
bowling,Y93.54,,,code,0
boxing,Y93.71,,,code,0
bungee jumping,Y93.34,,,code,0
canoeing (in calm and turbulent water),Y93.16,,,code,0
cheerleading,Y93.45,,,code,0
choking game,Y93.85,,,code,0
climbing NEC,Y93.39,,,code,0
mountain,Y93.31,,,code,0
rock,Y93.31,,,code,0
wall,Y93.31,,,code,0
combatives,Y93.75,,,code,0
cricket,Y93.69,,,code,0
cross country skiing,Y93.24,,,code,0
dancing (all types),Y93.41,,,code,0
diving (platform) (springboard),Y93.12,,,code,0
underwater,Y93.15,,,code,0
downhill skiing,Y93.23,,,code,0
fainting game,Y93.85,,,code,0
field hockey,Y93.65,,,code,0
figure skating (pairs) (singles),Y93.21,,,code,0
flag football,Y93.62,,,code,0
football (American) NOS,Y93.61,,,code,0
flag,Y93.62,,,code,0
tackle,Y93.61,,,code,0
touch,Y93.62,,,code,0
frisbee (ultimate),Y93.74,,,code,0
golf,Y93.53,,,code,0
gymnastics (rhythmic),Y93.43,,,code,0
handball,Y93.73,,,code,0
hang gliding,Y93.35,,,code,0
hiking (on level or elevated terrain),Y93.01,,,code,0
hockey (ice),Y93.22,,,code,0
field,Y93.65,,,code,0
horseback riding,Y93.52,,,code,0
ice NEC,Y93.29,,,code,0
dancing,Y93.21,,,code,0
hockey,Y93.22,,,code,0
skating,Y93.21,,,code,0
inline roller skating,Y93.51,,,code,0
judo,Y93.75,,,code,0
jumping (off) NEC,Y93.39,,,code,0
"BASE (Building, Antenna, Span, Earth)",Y93.33,,,code,0
bungee,Y93.34,,,code,0
rope,Y93.56,,,code,0
jumping rope,Y93.56,,,code,0
karate,Y93.75,,,code,0
kayaking (in calm and turbulent water),Y93.16,,,code,0
lacrosse,Y93.65,,,code,0
marching (on level or elevated terrain),Y93.01,,,code,0
martial arts,Y93.75,,,code,0
mountain climbing,Y93.31,,,code,0
nordic skiing,Y93.24,,,code,0
parasailing,Y93.19,,,code,0
pass out game,Y93.85,,,code,0
pickleball,Y93.73,,,code,0
platform diving,Y93.12,,,code,0
"protesting (political, social)",Y93.89,,,code,0
racquetball,Y93.73,,,code,0
rafting (in calm and turbulent water),Y93.16,,,code,0
rappelling,Y93.32,,,code,0
refereeing a sports activity,Y93.81,,,code,0
rhythmic gymnastics,Y93.43,,,code,0
rhythmic movement NEC,Y93.49,,,code,0
horseback,Y93.52,,,code,0
rock climbing,Y93.31,,,code,0
roller skating (inline),Y93.51,,,code,0
rough housing and horseplay,Y93.83,,,code,0
rowing (in calm and turbulent water),Y93.16,,,code,0
rugby,Y93.63,,,code,0
running,Y93.02,,,code,0
SCUBA diving,Y93.15,,,code,0
skateboarding,Y93.51,,,code,0
skating (ice),Y93.21,,,code,0
roller,Y93.51,,,code,0
skiing (alpine) (downhill),Y93.23,,,code,0
cross country,Y93.24,,,code,0
nordic,Y93.24,,,code,0
water,Y93.17,,,code,0
sledding (snow),Y93.23,,,code,0
sleeping (sleep),Y93.84,,,code,0
snorkeling,Y93.15,,,code,0
snow NEC,Y93.29,,,code,0
boarding,Y93.23,,,code,0
sledding,Y93.23,,,code,0
tubing,Y93.23,,,code,0
soccer,Y93.66,,,code,0
softball,Y93.64,,,code,0
specified NEC,Y93.89,,,code,0
spectator at an event,Y93.82,,,code,0
sports NEC,Y93.79,,,code,0
sports played as a team or group NEC,Y93.69,,,code,0
sports played individually NEC,Y93.59,,,code,0
springboard diving,Y93.12,,,code,0
squash,Y93.73,,,code,0
surfing,Y93.18,,,code,0
wind,Y93.18,,,code,0
swimming,Y93.11,,,code,0
tackle football,Y93.61,,,code,0
tap dancing,Y93.41,,,code,0
tennis,Y93.73,,,code,0
tobogganing,Y93.23,,,code,0
touch football,Y93.62,,,code,0
track and field events (non-running),Y93.57,,,code,0
running,Y93.02,,,code,0
trampoline,Y93.44,,,code,0
tubing (in calm and turbulent water),Y93.16,,,code,0
snow,Y93.23,,,code,0
ultimate frisbee,Y93.74,,,code,0
underwater diving,Y93.15,,,code,0
volleyball (beach) (court),Y93.68,,,code,0
wake boarding,Y93.17,,,code,0
walking (on level or elevated terrain),Y93.01,,,code,0
wall climbing,Y93.31,,,code,0
water NEC,Y93.19,,,code,0
aerobics,Y93.14,,,code,0
craft NEC,Y93.19,,,code,0
exercise,Y93.14,,,code,0
polo,Y93.13,,,code,0
skiing,Y93.17,,,code,0
sliding,Y93.18,,,code,0
survival training and testing,Y93.19,,,code,0
windsurfing,Y93.18,,,code,0
wrestling,Y93.72,,,code,0
yoga,Y93.42,,,code,0
Adverse effect of drugs,,Table of Drugs and Chemicals,,see,0
Aerosinusitis,,"Air, pressure",,see,0
"After-effect, late",,Sequelae,,see,0
blast in war operations,,"War operations, air blast",,see,0
ascent,W94.29,,,code,0
aircraft,W94.23,,,code,0
deep water diving,W94.21,,,code,0
underground,W94.22,,,code,0
descent,W94.39,,,code,0
aircraft,W94.31,,,code,0
water,W94.32,,,code,0
"high, prolonged",W94.0,,,code,0
"low, prolonged",W94.12,,,code,0
due to residence or long visit at high altitude,W94.11,,,code,0
Alpine sickness,W94.11,,,code,0
Altitude sickness,W94.11,,,code,0
"Anaphylactic shock, anaphylaxis",,Table of Drugs and Chemicals,,see,0
Andes disease,W94.11,,,code,0
"Arachnidism, arachnoidism",X58,,,code,0
Arson (with intent to injure or kill),X97,,,code,0
food (bone) (seed),T18,categories T17 and,,code_with_see,0
gas,,,Table of Drugs and Chemicals,see_also,0
execution,,"Legal, intervention, gas",,see,0
intervention,,"Legal, intervention, gas",,see,0
fire,,,"Exposure, fire",see_also,0
in war operations,,"War operations, fire",,see,0
ignition,,Ignition,,see,0
vomitus,T17.810,,,code,0
in war operations,,"War operations, restriction of airway",,see,0
"food (any type) (into respiratory tract) (with asphyxia, obstruction respiratory tract, suffocation)",,categories T17 and,,see,0
foreign body,,"Foreign body, aspiration",,see,0
"vomitus (with asphyxia, obstruction respiratory tract, suffocation)",,"Index to Diseases and Injuries, Foreign body,",,see,0
Assassination (attempt),,Assault,,see,0
Assault (homicidal) (by) (in),Y09,,,code,0
arson,X97,,,code,0
bite (of human being),Y04.1,,,code,0
bodily force,Y04.8,,,code,0
bite,Y04.1,,,code,0
bumping into,Y04.2,,,code,0
unarmed fight,Y04.0,,,code,0
bomb,X96.9,,,code,0
antipersonnel,X96.0,,,code,0
fertilizer,X96.3,,,code,0
gasoline,X96.1,,,code,0
letter,X96.2,,,code,0
petrol,X96.1,,,code,0
pipe,X96.3,,,code,0
specified NEC,X96.8,,,code,0
brawl (hand) (fists) (foot) (unarmed),Y04.0,,,code,0
"burning, burns (by fire) NEC",X97,,,code,0
acid,Y08.89,,,code,0
"caustic, corrosive substance",Y08.89,,,code,0
"chemical from swallowing caustic, corrosive substance",,Table of Drugs and Chemicals,,see,0
cigarette(s),X97,,,code,0
hot object,X98.9,,,code,0
fluid NEC,X98.2,,,code,0
household appliance,X98.3,,,code,0
specified NEC,X98.8,,,code,0
steam,X98.0,,,code,0
tap water,X98.1,,,code,0
vapors,X98.0,,,code,0
scalding,,"Assault, burning",,see,0
steam,X98.0,,,code,0
vitriol,Y08.89,,,code,0
"caustic, corrosive substance (gas)",Y08.89,,,code,0
aircraft,Y08.81,,,code,0
motor vehicle,Y03.8,,,code,0
pushed in front of,Y02.0,,,code,0
run over,Y03.0,,,code,0
specified NEC,Y03.8,,,code,0
cutting or piercing instrument,X99.9,,,code,0
dagger,X99.2,,,code,0
glass,X99.0,,,code,0
knife,X99.1,,,code,0
specified NEC,X99.8,,,code,0
sword,X99.2,,,code,0
dagger,X99.2,,,code,0
drowning (in),X92.9,,,code,0
bathtub,X92.0,,,code,0
natural water,X92.3,,,code,0
specified NEC,X92.8,,,code,0
swimming pool,X92.1,,,code,0
following fall,X92.2,,,code,0
dynamite,X96.8,,,code,0
explosive(s) (material),X96.9,,,code,0
fight (hand) (fists) (foot) (unarmed),Y04.0,,,code,0
with weapon,,"Assault, by type of weapon",,see,0
fire,X97,,,code,0
firearm,X95.9,,,code,0
airgun,X95.01,,,code,0
handgun,X93,,,code,0
hunting rifle,X94.1,,,code,0
larger,X94.9,,,code,0
specified NEC,X94.8,,,code,0
machine gun,X94.2,,,code,0
shotgun,X94.0,,,code,0
specified NEC,X95.8,,,code,0
gunshot (wound) NEC,,"Assault, firearm, by type",,see,0
incendiary device,X97,,,code,0
injury,Y09,,,code,0
to child due to criminal abortion attempt NEC,Y08.89,,,code,0
knife,X99.1,,,code,0
late effect of,,X92-Y08 with 7th character S,,see,0
placing before moving object NEC,Y02.8,,,code,0
motor vehicle,Y02.0,,,code,0
poisoning,,categories T36-T65 with 7th character S,,see,0
"puncture, any part of body",,"Assault, cutting or piercing instrument",,see,0
before moving object NEC,Y02.8,,,code,0
motor vehicle,Y02.0,,,code,0
subway train,Y02.1,,,code,0
train,Y02.1,,,code,0
from high place,Y01,,,code,0
scalding,,"Assault, burning",,see,0
sequelae of,,X92-Y08 with 7th character S,,see,0
shooting,,"Assault, firearm",,see,0
specified means NEC,Y08.89,,,code,0
"stab, any part of body",,"Assault, cutting or piercing instrument",,see,0
steam,X98.0,,,code,0
other person,Y04.2,,,code,0
sports equipment,Y08.09,,,code,0
baseball bat,Y08.02,,,code,0
hockey stick,Y08.01,,,code,0
sports equipment,Y08.09,,,code,0
baseball bat,Y08.02,,,code,0
hockey stick,Y08.01,,,code,0
submersion,,"Assault, drowning",,see,0
violence,Y09,,,code,0
weapon,Y09,,,code,0
blunt,Y00,,,code,0
cutting or piercing,,"Assault, cutting or piercing instrument",,see,0
firearm,,"Assault, firearm",,see,0
wound,Y09,,,code,0
cutting,,"Assault, cutting or piercing instrument",,see,0
gunshot,,"Assault, firearm",,see,0
knife,X99.1,,,code,0
piercing,,"Assault, cutting or piercing instrument",,see,0
puncture,,"Assault, cutting or piercing instrument",,see,0
stab,,"Assault, cutting or piercing instrument",,see,0
Attack by mammals NEC,W55.89,,,code,0
Avalanche,,Landslide,,see,0
Aviator's disease,,"Air, pressure",,see,0
"Barotitis, barodontalgia, barosinusitis, barotrauma (otitic) (sinus)",,"Air, pressure",,see,0
Battered (baby) (child) (person) (syndrome),X58,,,code,0
Bayonet wound,W26.1,,,code,0
legal intervention,,"Legal, intervention, sharp object, bayonet",,see,0
war operations,,"War operations, combat",,see,0
stated as undetermined whether accidental or intentional,Y28.8,,,code,0
